fila_original,grupo,conjunto
5240,1964,Prueba
5241,1965,Validacion
5242,1966,Validacion
5243,1967,Entrenamiento
5244,1968,Entrenamiento
5245,1969,Entrenamiento
5246,1970,Entrenamiento
5247,1971,Validacion
5248,1972,Entrenamiento
5249,1973,Prueba
5250,1974,Entrenamiento
5251,1975,Entrenamiento
5252,1976,Entrenamiento
5253,1977,Entrenamiento
5254,1978,Validacion
5255,1979,Entrenamiento
5256,1980,Entrenamiento
5257,1981,Entrenamiento
5258,1982,Entrenamiento
5259,1983,Prueba
5260,1984,Entrenamiento
5261,1985,Entrenamiento
5262,1986,Entrenamiento
5263,1987,Entrenamiento
5264,1988,Prueba
5265,1989,Entrenamiento
5266,1990,Entrenamiento
5267,1991,Entrenamiento
5268,1992,Prueba
5269,1993,Entrenamiento
5270,1909,Entrenamiento
5271,1994,Entrenamiento
5272,1995,Entrenamiento
5273,1996,Entrenamiento
5274,1997,Entrenamiento
5275,1998,Entrenamiento
5276,1999,Entrenamiento
5277,2000,Entrenamiento
5278,2001,Entrenamiento
5279,2002,Prueba
5280,2003,Entrenamiento
5281,2004,Entrenamiento
5282,2005,Entrenamiento
5283,2006,Entrenamiento
5284,2007,Entrenamiento
5285,2008,Validacion
5286,2009,Entrenamiento
5287,2010,Entrenamiento
5288,2011,Entrenamiento
5289,2012,Entrenamiento
5290,2013,Entrenamiento
5291,2014,Entrenamiento
5292,2015,Entrenamiento
5293,2016,Entrenamiento
5294,2017,Entrenamiento
5295,2018,Entrenamiento
5296,1909,Entrenamiento
5297,2019,Entrenamiento
5298,2020,Entrenamiento
5299,1256,Entrenamiento
5300,2021,Entrenamiento
5301,2022,Validacion
5302,2023,Entrenamiento
5303,2024,Entrenamiento
5304,2025,Prueba
5305,2026,Entrenamiento
5306,2027,Entrenamiento
5307,2028,Entrenamiento
5308,2029,Validacion
5309,2030,Entrenamiento
5310,2031,Prueba
5311,2032,Entrenamiento
5312,2033,Entrenamiento
5313,2034,Prueba
5314,2035,Entrenamiento
5315,2036,Entrenamiento
5316,2037,Entrenamiento
5317,2038,Entrenamiento
5318,2039,Entrenamiento
5319,2040,Entrenamiento
5320,2041,Entrenamiento
5321,2042,Validacion
5322,2043,Entrenamiento
5323,2044,Entrenamiento
5324,2045,Entrenamiento
5325,2046,Entrenamiento
5326,2047,Entrenamiento
5327,2048,Entrenamiento
5328,2049,Entrenamiento
5329,2050,Entrenamiento
5330,2051,Entrenamiento
5331,2052,Entrenamiento
5332,2053,Validacion
5333,2054,Entrenamiento
5334,2055,Entrenamiento
5335,2056,Entrenamiento
5336,1909,Entrenamiento
5337,2057,Validacion
5338,2058,Entrenamiento
5339,2059,Entrenamiento
5340,2060,Entrenamiento
5341,2061,Entrenamiento
5342,2062,Entrenamiento
5343,2063,Validacion
5344,2064,Entrenamiento
5345,2065,Entrenamiento
5346,2066,Entrenamiento
5347,2067,Validacion
5348,2068,Entrenamiento
5349,2069,Entrenamiento
5350,2070,Entrenamiento
5351,2071,Entrenamiento
5352,2072,Prueba
5353,2073,Entrenamiento
5354,2074,Entrenamiento
5355,373,Prueba
5356,2075,Entrenamiento
5357,2076,Entrenamiento
5358,2077,Validacion
5359,2078,Entrenamiento
5360,2079,Entrenamiento
5361,2080,Validacion
5362,2081,Entrenamiento
5363,2082,Entrenamiento
5364,2083,Validacion
5365,2084,Entrenamiento
5366,2085,Entrenamiento
5367,2086,Entrenamiento
5368,2087,Validacion
5369,2088,Entrenamiento
5370,2089,Entrenamiento
5371,2090,Entrenamiento
5372,2091,Validacion
5373,2092,Entrenamiento
5374,2093,Prueba
5375,2094,Prueba
5376,2095,Entrenamiento
5377,2096,Entrenamiento
5378,2097,Entrenamiento
5379,2098,Prueba
5380,2099,Validacion
5381,2100,Entrenamiento
5382,2101,Entrenamiento
5383,2102,Entrenamiento
5384,2103,Validacion
5385,2104,Prueba
5386,2105,Entrenamiento
5387,2106,Entrenamiento
5388,2107,Validacion
5389,2108,Entrenamiento
5390,2109,Entrenamiento
5391,2110,Validacion
5392,2111,Entrenamiento
5393,1680,Entrenamiento
5394,2112,Entrenamiento
5395,2113,Entrenamiento
5396,2114,Validacion
5397,2115,Validacion
5398,2116,Entrenamiento
5399,2117,Entrenamiento
5400,2118,Validacion
5401,1031,Entrenamiento
5402,2119,Prueba
5403,2120,Entrenamiento
5404,2111,Entrenamiento
5405,2121,Prueba
5406,2122,Entrenamiento
5407,2123,Entrenamiento
5408,2124,Validacion
5409,2125,Entrenamiento
5410,2126,Entrenamiento
5411,2127,Validacion
5412,2128,Entrenamiento
5413,2129,Entrenamiento
5414,2130,Entrenamiento
5415,2131,Prueba
5416,2132,Entrenamiento
5417,2133,Validacion
5418,2134,Entrenamiento
5419,2135,Validacion
5420,2136,Entrenamiento
5421,2137,Entrenamiento
5422,2138,Validacion
5423,2139,Entrenamiento
5424,2140,Entrenamiento
5425,1079,Entrenamiento
5426,1263,Prueba
5427,885,Entrenamiento
5428,2141,Entrenamiento
5429,2142,Prueba
5430,2143,Entrenamiento
5431,2144,Entrenamiento
5432,2145,Entrenamiento
5433,1982,Entrenamiento
5434,715,Entrenamiento
5435,2146,Prueba
5436,2147,Entrenamiento
5437,883,Entrenamiento
5438,2148,Entrenamiento
5439,2149,Entrenamiento
5440,2150,Entrenamiento
5441,2151,Entrenamiento
5442,2152,Entrenamiento
5443,2153,Prueba
5444,2154,Validacion
5445,2155,Entrenamiento
5446,2156,Entrenamiento
5447,2157,Entrenamiento
5448,2158,Entrenamiento
5449,2159,Entrenamiento
5450,2160,Entrenamiento
5451,2161,Entrenamiento
5452,2162,Entrenamiento
5453,2163,Prueba
5454,2164,Validacion
5455,2165,Entrenamiento
5456,2166,Entrenamiento
5457,2167,Prueba
5458,2168,Validacion
5459,2169,Entrenamiento
5460,2170,Validacion
5461,2171,Entrenamiento
5462,1075,Prueba
5463,2172,Entrenamiento
5464,656,Entrenamiento
5465,2173,Entrenamiento
5466,2174,Entrenamiento
5467,2175,Entrenamiento
5468,2034,Prueba
5469,2176,Entrenamiento
5470,2177,Prueba
5471,404,Entrenamiento
5472,2178,Entrenamiento
5473,2179,Entrenamiento
5474,2180,Entrenamiento
5475,2181,Prueba
5476,2182,Prueba
5477,2183,Entrenamiento
5478,2184,Entrenamiento
5479,742,Validacion
5480,2185,Entrenamiento
5481,2186,Entrenamiento
5482,2187,Prueba
5483,2172,Entrenamiento
5484,2188,Entrenamiento
5485,2189,Entrenamiento
5486,2190,Entrenamiento
5487,2191,Validacion
5488,2192,Entrenamiento
5489,2193,Entrenamiento
5490,2194,Entrenamiento
5491,2195,Prueba
5492,2196,Entrenamiento
5493,2197,Validacion
5494,2198,Entrenamiento
5495,2199,Entrenamiento
5496,2200,Entrenamiento
5497,2201,Validacion
5498,2202,Entrenamiento
5499,2203,Entrenamiento
5500,2204,Entrenamiento
5501,2024,Entrenamiento
5502,2205,Entrenamiento
5503,2206,Entrenamiento
5504,2207,Entrenamiento
5505,2208,Entrenamiento
5506,2209,Validacion
5507,2210,Validacion
5508,2211,Entrenamiento
5509,2212,Entrenamiento
5510,2213,Entrenamiento
5511,2214,Entrenamiento
5512,2215,Validacion
5513,2216,Entrenamiento
5514,2217,Entrenamiento
5515,2218,Entrenamiento
5516,2219,Entrenamiento
5517,2220,Entrenamiento
5518,2221,Entrenamiento
5519,2222,Validacion
5520,2223,Validacion
5521,2224,Validacion
5522,2225,Validacion
5523,2226,Entrenamiento
5524,2227,Prueba
5525,2228,Entrenamiento
5526,2229,Entrenamiento
5527,2230,Entrenamiento
5528,2231,Entrenamiento
5529,2232,Prueba
5530,2233,Prueba
5531,2234,Entrenamiento
5532,2235,Entrenamiento
5533,2236,Entrenamiento
5534,2237,Entrenamiento
5535,2238,Entrenamiento
5536,2239,Entrenamiento
5537,2240,Entrenamiento
5538,2241,Entrenamiento
5539,2242,Entrenamiento
5540,2243,Entrenamiento
5541,2244,Validacion
5542,2245,Validacion
5543,2246,Entrenamiento
5544,2023,Entrenamiento
5545,2247,Entrenamiento
5546,2248,Entrenamiento
5547,2249,Entrenamiento
5548,2120,Entrenamiento
5549,2250,Entrenamiento
5550,2251,Validacion
5551,2252,Validacion
5552,2253,Entrenamiento
5553,2254,Validacion
5554,2255,Entrenamiento
5555,2256,Entrenamiento
5556,2257,Entrenamiento
5557,2258,Entrenamiento
5558,2259,Prueba
5559,2260,Entrenamiento
5560,2261,Entrenamiento
5561,2262,Entrenamiento
5562,2263,Entrenamiento
5563,2264,Prueba
5564,2265,Entrenamiento
5565,2266,Entrenamiento
5566,2267,Entrenamiento
5567,1982,Entrenamiento
5568,2268,Validacion
5569,2269,Entrenamiento
5570,2270,Entrenamiento
5571,2271,Validacion
5572,2272,Prueba
5573,2273,Prueba
5574,2274,Entrenamiento
5575,2275,Prueba
5576,2056,Entrenamiento
5577,2276,Prueba
5578,2277,Validacion
5579,2278,Entrenamiento
5580,2279,Entrenamiento
5581,2280,Entrenamiento
5582,2281,Entrenamiento
5583,2282,Entrenamiento
5584,2283,Entrenamiento
5585,2284,Entrenamiento
5586,2194,Entrenamiento
5587,2198,Entrenamiento
5588,2285,Entrenamiento
5589,2286,Entrenamiento
5590,2287,Validacion
5591,2288,Entrenamiento
5592,2289,Entrenamiento
5593,2290,Entrenamiento
5594,2291,Entrenamiento
5595,2292,Prueba
5596,2097,Entrenamiento
5597,2120,Entrenamiento
5598,2293,Entrenamiento
5599,2294,Entrenamiento
5600,2295,Entrenamiento
5601,2296,Entrenamiento
5602,2297,Entrenamiento
5603,2068,Entrenamiento
5604,2298,Prueba
5605,2299,Prueba
5606,2104,Prueba
5607,2300,Entrenamiento
5608,2301,Entrenamiento
5609,2302,Validacion
5610,2303,Prueba
5611,2304,Prueba
5612,2305,Entrenamiento
5613,2306,Validacion
5614,2307,Entrenamiento
5615,2308,Entrenamiento
5616,2309,Entrenamiento
5617,376,Validacion
5618,2310,Entrenamiento
5619,2091,Validacion
5620,2311,Entrenamiento
5621,2312,Validacion
5622,2313,Entrenamiento
5623,2314,Validacion
5624,2315,Entrenamiento
5625,2316,Validacion
5626,2317,Prueba
5627,2318,Prueba
5628,1894,Prueba
5629,2319,Entrenamiento
5630,2320,Entrenamiento
5631,2321,Prueba
5632,2322,Entrenamiento
5633,2323,Prueba
5634,2324,Entrenamiento
5635,2325,Entrenamiento
5636,2326,Entrenamiento
5637,2214,Entrenamiento
5638,2327,Entrenamiento
5639,2328,Prueba
5640,983,Entrenamiento
5641,2329,Validacion
5642,2330,Validacion
5643,2331,Entrenamiento
5644,2017,Entrenamiento
5645,2332,Entrenamiento
5646,2333,Prueba
5647,2334,Entrenamiento
5648,2335,Entrenamiento
5649,2336,Entrenamiento
5650,2337,Validacion
5651,2338,Entrenamiento
5652,2339,Validacion
5653,2340,Entrenamiento
5654,2341,Entrenamiento
5655,2342,Prueba
5656,2343,Entrenamiento
5657,2344,Validacion
5658,2345,Entrenamiento
5659,2346,Validacion
5660,2347,Validacion
5661,2036,Entrenamiento
5662,2348,Validacion
5663,2349,Entrenamiento
5664,2350,Validacion
5665,2351,Prueba
5666,2352,Entrenamiento
5667,2353,Entrenamiento
5668,2354,Entrenamiento
5669,2355,Entrenamiento
5670,2356,Entrenamiento
5671,2357,Validacion
5672,2358,Entrenamiento
5673,2359,Entrenamiento
5674,2360,Entrenamiento
5675,2361,Entrenamiento
5676,2362,Entrenamiento
5677,2363,Entrenamiento
5678,2364,Validacion
5679,2365,Entrenamiento
5680,2366,Entrenamiento
5681,2367,Entrenamiento
5682,2368,Entrenamiento
5683,2369,Entrenamiento
5684,2370,Entrenamiento
5685,2371,Entrenamiento
5686,2372,Entrenamiento
5687,2373,Entrenamiento
5688,2374,Entrenamiento
5689,2375,Entrenamiento
5690,2376,Entrenamiento
5691,2185,Entrenamiento
5692,2377,Validacion
5693,2378,Entrenamiento
5694,2379,Entrenamiento
5695,2295,Entrenamiento
5696,2380,Validacion
5697,2381,Entrenamiento
5698,2032,Entrenamiento
5699,2382,Entrenamiento
5700,2383,Entrenamiento
5701,2253,Entrenamiento
5702,2173,Entrenamiento
5703,2384,Prueba
5704,2385,Entrenamiento
5705,2386,Entrenamiento
5706,2387,Validacion
5707,2388,Prueba
5708,2389,Prueba
5709,2390,Entrenamiento
5710,2391,Entrenamiento
5711,2392,Entrenamiento
5712,2393,Entrenamiento
5713,2394,Entrenamiento
5714,2395,Entrenamiento
5715,2396,Entrenamiento
5716,2397,Entrenamiento
5717,2398,Entrenamiento
5718,2399,Prueba
5719,2400,Entrenamiento
5720,2401,Entrenamiento
5721,2402,Entrenamiento
5722,2403,Entrenamiento
5723,2404,Validacion
5724,2405,Validacion
5725,2406,Entrenamiento
5726,2407,Validacion
5727,2408,Entrenamiento
5728,2409,Validacion
5729,2410,Validacion
5730,2411,Entrenamiento
5731,2412,Validacion
5732,2413,Entrenamiento
5733,2414,Entrenamiento
5734,2415,Entrenamiento
5735,2416,Entrenamiento
5736,2417,Prueba
5737,2418,Entrenamiento
5738,2419,Entrenamiento
5739,2420,Entrenamiento
5740,2421,Entrenamiento
5741,2422,Entrenamiento
5742,2423,Entrenamiento
5743,2424,Entrenamiento
5744,2425,Entrenamiento
5745,2426,Entrenamiento
5746,2427,Entrenamiento
5747,2428,Entrenamiento
5748,2429,Entrenamiento
5749,2430,Entrenamiento
5750,2431,Entrenamiento
5751,2432,Validacion
5752,2433,Entrenamiento
5753,2434,Entrenamiento
5754,2435,Entrenamiento
5755,2436,Entrenamiento
5756,2437,Entrenamiento
5757,2438,Entrenamiento
5758,2439,Entrenamiento
5759,2440,Entrenamiento
5760,2441,Prueba
5761,2442,Entrenamiento
5762,2443,Entrenamiento
5763,289,Entrenamiento
5764,2444,Entrenamiento
5765,2445,Prueba
5766,2446,Entrenamiento
5767,2447,Prueba
5768,2270,Entrenamiento
5769,2448,Entrenamiento
5770,2449,Entrenamiento
5771,2450,Prueba
5772,2224,Validacion
5773,2451,Validacion
5774,2452,Entrenamiento
5775,2453,Entrenamiento
5776,2454,Entrenamiento
5777,2455,Entrenamiento
5778,2456,Entrenamiento
5779,2457,Prueba
5780,2458,Entrenamiento
5781,2459,Entrenamiento
5782,2460,Entrenamiento
5783,2461,Entrenamiento
5784,2460,Entrenamiento
5785,2462,Validacion
5786,2463,Validacion
5787,2464,Validacion
5788,2465,Validacion
5789,2466,Entrenamiento
5790,2467,Entrenamiento
5791,2468,Entrenamiento
5792,2469,Entrenamiento
5793,2470,Entrenamiento
5794,2471,Entrenamiento
5795,2472,Entrenamiento
5796,2473,Prueba
5797,2474,Entrenamiento
5798,2475,Entrenamiento
5799,2476,Prueba
5800,2477,Validacion
5801,2478,Entrenamiento
5802,2479,Entrenamiento
5803,2480,Prueba
5804,2481,Validacion
5805,2193,Entrenamiento
5806,2413,Entrenamiento
5807,2482,Entrenamiento
5808,2483,Entrenamiento
5809,2484,Validacion
5810,2485,Entrenamiento
5811,2486,Entrenamiento
5812,2487,Entrenamiento
5813,2488,Validacion
5814,2489,Entrenamiento
5815,2278,Entrenamiento
5816,2490,Entrenamiento
5817,2491,Entrenamiento
5818,2492,Entrenamiento
5819,2493,Entrenamiento
5820,2494,Entrenamiento
5821,2388,Prueba
5822,2495,Prueba
5823,2496,Entrenamiento
5824,2207,Entrenamiento
5825,2497,Entrenamiento
5826,2498,Prueba
5827,2499,Entrenamiento
5828,1302,Validacion
5829,2500,Entrenamiento
5830,2501,Entrenamiento
5831,2407,Validacion
5832,2396,Entrenamiento
5833,2502,Entrenamiento
5834,2503,Validacion
5835,2504,Entrenamiento
5836,2505,Prueba
5837,2506,Entrenamiento
5838,2507,Entrenamiento
5839,2508,Entrenamiento
5840,2509,Entrenamiento
5841,2510,Entrenamiento
5842,2511,Entrenamiento
5843,2512,Entrenamiento
5844,2513,Entrenamiento
5845,2514,Entrenamiento
5846,2515,Entrenamiento
5847,2516,Validacion
5848,2517,Validacion
5849,2518,Prueba
5850,2519,Entrenamiento
5851,2520,Entrenamiento
5852,2521,Prueba
5853,2522,Entrenamiento
5854,2523,Validacion
5855,2524,Entrenamiento
5856,2525,Prueba
5857,2500,Entrenamiento
5858,2526,Entrenamiento
5859,2527,Entrenamiento
5860,2528,Entrenamiento
5861,2529,Entrenamiento
5862,2530,Entrenamiento
5863,2531,Prueba
5864,2532,Entrenamiento
5865,2533,Entrenamiento
5866,2094,Prueba
5867,2534,Prueba
5868,2535,Entrenamiento
5869,2536,Validacion
5870,2537,Entrenamiento
5871,2538,Entrenamiento
5872,1027,Entrenamiento
5873,2539,Entrenamiento
5874,2540,Entrenamiento
5875,2414,Entrenamiento
5876,2055,Entrenamiento
5877,2541,Entrenamiento
5878,2542,Entrenamiento
5879,2543,Validacion
5880,2489,Entrenamiento
5881,2544,Entrenamiento
5882,942,Entrenamiento
5883,2545,Entrenamiento
5884,2546,Entrenamiento
5885,2547,Entrenamiento
5886,2548,Entrenamiento
5887,2549,Prueba
5888,1105,Entrenamiento
5889,2550,Entrenamiento
5890,2551,Entrenamiento
5891,2552,Entrenamiento
5892,2553,Entrenamiento
5893,2554,Prueba
5894,2555,Entrenamiento
5895,2556,Entrenamiento
5896,2557,Entrenamiento
5897,2558,Entrenamiento
5898,2559,Prueba
5899,2560,Entrenamiento
5900,2561,Entrenamiento
5901,2073,Entrenamiento
5902,2562,Entrenamiento
5903,2563,Entrenamiento
5904,2564,Entrenamiento
5905,2565,Entrenamiento
5906,2566,Entrenamiento
5907,2567,Entrenamiento
5908,2568,Entrenamiento
5909,2121,Prueba
5910,2569,Entrenamiento
5911,2570,Validacion
5912,2571,Validacion
5913,2572,Entrenamiento
5914,2573,Entrenamiento
5915,2574,Entrenamiento
5916,2575,Entrenamiento
5917,2576,Entrenamiento
5918,2577,Entrenamiento
5919,2578,Entrenamiento
5920,2579,Entrenamiento
5921,2580,Entrenamiento
5922,112,Entrenamiento
5923,2581,Entrenamiento
5924,2582,Validacion
5925,905,Entrenamiento
5926,2519,Entrenamiento
5927,2583,Entrenamiento
5928,2584,Entrenamiento
5929,2585,Entrenamiento
5930,2586,Validacion
5931,2587,Entrenamiento
5932,2588,Entrenamiento
5933,2589,Prueba
5934,2590,Entrenamiento
5935,2591,Entrenamiento
5936,2592,Validacion
5937,2593,Entrenamiento
5938,2594,Entrenamiento
5939,2595,Entrenamiento
5940,2596,Validacion
5941,2597,Entrenamiento
5942,2598,Entrenamiento
5943,897,Prueba
5944,2599,Entrenamiento
5945,2600,Entrenamiento
5946,2601,Entrenamiento
5947,2602,Validacion
5948,2603,Validacion
5949,2604,Entrenamiento
5950,2605,Entrenamiento
5951,2606,Entrenamiento
5952,2607,Validacion
5953,2608,Entrenamiento
5954,2609,Prueba
5955,2431,Entrenamiento
5956,2610,Entrenamiento
5957,2611,Prueba
5958,2497,Entrenamiento
5959,2612,Entrenamiento
5960,1951,Prueba
5961,25,Entrenamiento
5962,2613,Entrenamiento
5963,2614,Entrenamiento
5964,2615,Validacion
5965,2616,Entrenamiento
5966,2617,Validacion
5967,2618,Entrenamiento
5968,2619,Prueba
5969,2620,Entrenamiento
5970,2621,Entrenamiento
5971,2622,Validacion
5972,2623,Entrenamiento
5973,2624,Entrenamiento
5974,2625,Entrenamiento
5975,2626,Entrenamiento
5976,2627,Validacion
5977,2628,Entrenamiento
5978,2629,Validacion
5979,883,Entrenamiento
5980,2630,Entrenamiento
5981,2631,Entrenamiento
5982,2632,Entrenamiento
5983,2633,Prueba
5984,2634,Entrenamiento
5985,2635,Entrenamiento
5986,2374,Entrenamiento
5987,2636,Entrenamiento
5988,2637,Entrenamiento
5989,2638,Entrenamiento
5990,2639,Entrenamiento
5991,2358,Entrenamiento
5992,2640,Entrenamiento
5993,2641,Prueba
5994,2642,Prueba
5995,2643,Entrenamiento
5996,2644,Entrenamiento
5997,2645,Entrenamiento
5998,2646,Prueba
5999,2647,Prueba
6000,2648,Entrenamiento
6001,2649,Entrenamiento
6002,2650,Prueba
6003,2651,Entrenamiento
6004,2652,Entrenamiento
6005,2653,Entrenamiento
6006,2654,Validacion
6007,2038,Entrenamiento
6008,2655,Entrenamiento
6009,2656,Prueba
6010,1909,Entrenamiento
6011,2657,Entrenamiento
6012,2658,Validacion
6013,2659,Entrenamiento
6014,2660,Entrenamiento
6015,2661,Entrenamiento
6016,2662,Validacion
6017,2663,Entrenamiento
6018,2664,Prueba
6019,2665,Entrenamiento
6020,2666,Entrenamiento
6021,2667,Entrenamiento
6022,2668,Entrenamiento
6023,2669,Prueba
6024,2670,Entrenamiento
6025,2671,Prueba
6026,2672,Entrenamiento
6027,2259,Prueba
6028,2673,Prueba
6029,2674,Entrenamiento
6030,2172,Entrenamiento
6031,2675,Entrenamiento
6032,2676,Entrenamiento
6033,2677,Entrenamiento
6034,2678,Entrenamiento
6035,2319,Entrenamiento
6036,2679,Entrenamiento
6037,2680,Prueba
6038,2651,Entrenamiento
6039,2681,Entrenamiento
6040,2682,Entrenamiento
6041,2172,Entrenamiento
6042,2683,Entrenamiento
6043,2684,Entrenamiento
6044,2685,Validacion
6045,2686,Entrenamiento
6046,2687,Entrenamiento
6047,2688,Entrenamiento
6048,2689,Entrenamiento
6049,2690,Entrenamiento
6050,2284,Entrenamiento
6051,2638,Entrenamiento
6052,2691,Entrenamiento
6053,2692,Entrenamiento
6054,2693,Entrenamiento
6055,2658,Validacion
6056,2150,Entrenamiento
6057,2025,Prueba
6058,2466,Entrenamiento
6059,2694,Validacion
6060,2072,Prueba
6061,2695,Entrenamiento
6062,2696,Entrenamiento
6063,2697,Entrenamiento
6064,2698,Validacion
6065,2699,Entrenamiento
6066,2506,Entrenamiento
6067,2700,Validacion
6068,2701,Entrenamiento
6069,2702,Entrenamiento
6070,2703,Entrenamiento
6071,2704,Validacion
6072,2705,Validacion
6073,2706,Validacion
6074,2707,Entrenamiento
6075,2708,Entrenamiento
6076,2709,Entrenamiento
6077,2710,Entrenamiento
6078,2711,Entrenamiento
6079,2287,Validacion
6080,2712,Entrenamiento
6081,2713,Entrenamiento
6082,2714,Entrenamiento
6083,2715,Validacion
6084,2716,Entrenamiento
6085,2717,Entrenamiento
6086,2718,Prueba
6087,2719,Entrenamiento
6088,2720,Entrenamiento
6089,2721,Validacion
6090,2722,Entrenamiento
6091,2723,Entrenamiento
6092,2724,Entrenamiento
6093,2725,Entrenamiento
6094,189,Entrenamiento
6095,2726,Entrenamiento
6096,2727,Entrenamiento
6097,2728,Validacion
6098,2729,Entrenamiento
6099,2730,Entrenamiento
6100,2731,Entrenamiento
6101,2732,Prueba
6102,2377,Validacion
6103,645,Entrenamiento
6104,2733,Entrenamiento
6105,2734,Entrenamiento
6106,2735,Entrenamiento
6107,2736,Entrenamiento
6108,2737,Entrenamiento
6109,2738,Entrenamiento
6110,2739,Entrenamiento
6111,2740,Entrenamiento
6112,2741,Validacion
6113,2742,Entrenamiento
6114,2663,Entrenamiento
6115,2332,Entrenamiento
6116,2519,Entrenamiento
6117,2743,Entrenamiento
6118,2744,Entrenamiento
6119,2745,Entrenamiento
6120,2746,Prueba
6121,2747,Entrenamiento
6122,2615,Validacion
6123,2748,Entrenamiento
6124,2749,Validacion
6125,581,Entrenamiento
6126,2750,Prueba
6127,2751,Entrenamiento
6128,2752,Entrenamiento
6129,2753,Validacion
6130,2754,Entrenamiento
6131,2755,Entrenamiento
6132,2756,Entrenamiento
6133,2757,Entrenamiento
6134,2758,Entrenamiento
6135,2759,Prueba
6136,2760,Prueba
6137,2761,Entrenamiento
6138,2762,Entrenamiento
6139,2763,Validacion
6140,2764,Prueba
6141,2765,Prueba
6142,2766,Entrenamiento
6143,2767,Entrenamiento
6144,2768,Entrenamiento
6145,1981,Entrenamiento
6146,2769,Entrenamiento
6147,2770,Entrenamiento
6148,2367,Entrenamiento
6149,442,Entrenamiento
6150,2771,Entrenamiento
6151,2772,Entrenamiento
6152,2773,Entrenamiento
6153,2774,Entrenamiento
6154,2775,Prueba
6155,2776,Entrenamiento
6156,2744,Entrenamiento
6157,2777,Entrenamiento
6158,2068,Entrenamiento
6159,2778,Entrenamiento
6160,2292,Prueba
6161,2779,Entrenamiento
6162,2780,Prueba
6163,2421,Entrenamiento
6164,2781,Prueba
6165,2782,Entrenamiento
6166,2783,Entrenamiento
6167,2784,Entrenamiento
6168,2785,Entrenamiento
6169,2153,Prueba
6170,2786,Entrenamiento
6171,2787,Prueba
6172,2788,Entrenamiento
6173,2789,Entrenamiento
6174,2790,Entrenamiento
6175,2791,Entrenamiento
6176,2017,Entrenamiento
6177,2792,Entrenamiento
6178,2793,Entrenamiento
6179,2794,Entrenamiento
6180,2795,Entrenamiento
6181,2796,Entrenamiento
6182,2797,Entrenamiento
6183,2798,Entrenamiento
6184,2799,Validacion
6185,2800,Entrenamiento
6186,2801,Entrenamiento
6187,2802,Validacion
6188,1888,Prueba
6189,2803,Validacion
6190,2115,Validacion
6191,2804,Entrenamiento
6192,189,Entrenamiento
6193,2805,Entrenamiento
6194,2806,Entrenamiento
6195,2807,Validacion
6196,2808,Entrenamiento
6197,715,Entrenamiento
6198,2809,Entrenamiento
6199,2723,Entrenamiento
6200,2810,Entrenamiento
6201,2794,Entrenamiento
6202,2811,Entrenamiento
6203,2812,Entrenamiento
6204,2813,Entrenamiento
6205,2814,Entrenamiento
6206,853,Entrenamiento
6207,2815,Validacion
6208,2816,Entrenamiento
6209,2817,Entrenamiento
6210,2818,Entrenamiento
6211,2819,Validacion
6212,2820,Entrenamiento
6213,2459,Entrenamiento
6214,2821,Entrenamiento
6215,2702,Entrenamiento
6216,2822,Entrenamiento
6217,348,Entrenamiento
6218,2823,Entrenamiento
6219,2824,Entrenamiento
6220,2825,Entrenamiento
6221,2826,Validacion
6222,2827,Validacion
6223,2828,Entrenamiento
6224,2829,Prueba
6225,2455,Entrenamiento
6226,2830,Entrenamiento
6227,2831,Entrenamiento
6228,538,Prueba
6229,2832,Entrenamiento
6230,2229,Entrenamiento
6231,2833,Validacion
6232,2834,Entrenamiento
6233,2835,Entrenamiento
6234,2836,Entrenamiento
6235,2367,Entrenamiento
6236,2837,Entrenamiento
6237,2838,Entrenamiento
6238,2839,Entrenamiento
6239,2840,Entrenamiento
6240,2841,Prueba
6241,2309,Entrenamiento
6242,2842,Validacion
6243,2843,Prueba
6244,2844,Entrenamiento
6245,265,Entrenamiento
6246,2845,Validacion
6247,2028,Entrenamiento
6248,2846,Entrenamiento
6249,2847,Entrenamiento
6250,2327,Entrenamiento
6251,2848,Entrenamiento
6252,2849,Entrenamiento
6253,2850,Entrenamiento
6254,2851,Entrenamiento
6255,2761,Entrenamiento
6256,2852,Entrenamiento
6257,2339,Validacion
6258,2853,Entrenamiento
6259,2854,Entrenamiento
6260,2549,Prueba
6261,2273,Prueba
6262,2855,Prueba
6263,2856,Entrenamiento
6264,2857,Entrenamiento
6265,507,Validacion
6266,2858,Entrenamiento
6267,2859,Prueba
6268,2860,Validacion
6269,2861,Entrenamiento
6270,2862,Prueba
6271,2438,Entrenamiento
6272,2863,Entrenamiento
6273,2864,Entrenamiento
6274,2647,Prueba
6275,2865,Entrenamiento
6276,2866,Entrenamiento
6277,2867,Prueba
6278,2488,Validacion
6279,2868,Validacion
6280,2052,Entrenamiento
6281,2869,Entrenamiento
6282,2870,Entrenamiento
6283,2057,Validacion
6284,2871,Entrenamiento
6285,2872,Entrenamiento
6286,2873,Prueba
6287,2874,Validacion
6288,2875,Entrenamiento
6289,1998,Entrenamiento
6290,2876,Prueba
6291,2877,Entrenamiento
6292,2878,Entrenamiento
6293,2662,Validacion
6294,2879,Entrenamiento
6295,2735,Entrenamiento
6296,2880,Entrenamiento
6297,396,Entrenamiento
6298,2881,Entrenamiento
6299,2499,Entrenamiento
6300,2882,Entrenamiento
6301,2883,Entrenamiento
